Term	inDocumentsCount	RawFrequency	RelativeFrequency	RelativePeakedness	RelativeSkewness	Distributions
modified	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
moisture	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
molasses	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
moments	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
money	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
monopoly	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
month	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
moons	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
morale	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
moribund	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
mortis	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
mosaic	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
moth	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
motion	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
mountains	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
mouths	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
movements	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
moves	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
mucous	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
muscles	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
museums	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
musics	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
myopic	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
mystery	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
naked	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
neck	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
necropolis	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
needles	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
negation	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
negations	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
negative	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
negligible	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
neighbour's	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
nerve	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
nervy	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
news	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
nice	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
nightingales	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
nightmares	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
nights	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
nirvanic	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
noises	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
nonentity	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
noon	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
noonday	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
normal	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
northern	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
nostalgia	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
nostalgic	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
nostrils	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
notion	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
novels	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
nozzling	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
numeral	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
nun	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
nursery	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
oasis	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
oats	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
objective	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
observe	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
obsolete	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
obstacle	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
occasional	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
occident	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
occupation	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
occurs	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
ocean	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
oceans	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
odalisques	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
odious	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
odors	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
odour	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
offal	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
offering	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
oil	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
olympian	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
omega	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
onion	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
onyx	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
opposing	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
opposite	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
opposition	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
oranges	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
orchestra	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
organ	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
organism	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
orient	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
oriental	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
orientation	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
ornithologists	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
osiris	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
ostracized	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
other's	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
oust	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
outer	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
oval	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
overhead	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
oxidized	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
packed	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
padded	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
padding	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
painter	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pandemoniums	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pantomime	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
paradox	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
paralysis	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
parent	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
parents	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
parted	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
parturition	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
parvenues	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pass	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
passion	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
passions	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pastimes	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pastures	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
patches	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
patient	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pattern	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pavements	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pearl	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pearly	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
peasant	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
peerless	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pendulence	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
penetralia	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
percentages	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
perceptible	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
perched	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
perfect	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
perform	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
perfumes	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
peris	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
permissible	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
permit	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
perpendicular	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
perruque	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
person	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
personification	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
perturbing	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
peruses	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
petalling	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
petty	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
phallus	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pharoah's	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
phenomenon	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
phoenix	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
phosphorous	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
physical	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
physiological	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pictures	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pierce	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pig	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pigeons	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pigmy	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pile	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pilgrimage	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pillars	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pillow	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pine	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pinpoint	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pity	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
places	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
plagiarism	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
planet	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
plank	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
plant	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
platform	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
plausible	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pleasant	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pledges	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pliant	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
ploughs	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pocked	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pocket	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
poe	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
poesy	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pointillism	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
poles	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
politic	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
poor	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
poplars	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
populous	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pornographist	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
porta	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
porte	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
portrait	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
positive	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
possessed	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
possession	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
post	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
posthumous	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pot	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
potentiality	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pourri	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
poverty	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
practitioner	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
precipitate	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
precipitating	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
prenatal	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
prepare	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
present	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
presented	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
preserve	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pressing	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pretentions	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
prettily	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
price	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pricked	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
prim	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
primeval	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
primordial	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
principles	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
print	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
printed	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
probably	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
probes	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
processes	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
produce	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
production	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
profane	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
profound	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
projectile	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
projecting	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
prolonging	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
promiscuous	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
prongs	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
prophetically	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
propped	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
prose	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
proverbs	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pruderies	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pruned	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
public	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
puffs	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
puffy	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pulley	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pulls	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pulverous	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
punch	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
puncture	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
purity	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
purposeless	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
purring	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pursued	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
putrefaction	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
pyramidical	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
quadrate	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
qualities	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
quality	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
quantity	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
quickly	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
quite	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
quiver	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rabid	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
races	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
racing	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
radiance	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rainbow	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
raised	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rascal's	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rattling	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
raw	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rays	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
reach	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
reaching	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
realization	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
reap	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
reasoned	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
recreator	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
reduction	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
reflections	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
reflector	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
regions	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
regular	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
reinforcing	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rejector	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
relax	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
relaxation	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
religions	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
remaining	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
remind	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rendered	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
reparations	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
repels	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
repetition	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
repose	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
reproductivity	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
residuum	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
respectable	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rest	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
reticence	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
retinal	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
reverse	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
revival	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
revolving	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rhythm	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
ridden	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rider	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rigor	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
ringling's	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rites	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rivers	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
roars	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
robustly	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rocket	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rocks	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rolling	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
roofs	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
room	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rooting	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
roots	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rosa	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
roseal	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
roses	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rosette	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rosily	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rosy	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rotten	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
ruff	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rump	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
run	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rushing	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
rut	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sacerdotal	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sadistic	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sahara	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
salads	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
saliva	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
salutes	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
san	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sanctity	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sanguine	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sanity	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sarsenet	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
satinize	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
satirical	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
satisfaction	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
saucer	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
savor	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
saxon	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
says	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
scarcely	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
scarlet	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
scattered	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
scioned	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
scourging	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
scowls	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
scrutinized	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sculpture	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
scum	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
scythe	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
secessionist	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
secrets	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
seduce	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
seek	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
seemly	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
seen	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
selection	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sensation	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sensitive	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sensitized	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sentience	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
serene	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
serves	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
service	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sets	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
setting	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
seven	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sex	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sexual	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
shade	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
shaft	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sham	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
shattered	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
shaving	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
shavings	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
shedding	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
shelves	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
shielding	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
shift	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
shines	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
shores	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
show	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
shows	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
shrills	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
shrivelled	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
shutters	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
shuttle	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
side	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sidle	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
siege	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sifting	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sigh	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
signals	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
significance	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
silent	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
silk	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
silver	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
similitude	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
simpering	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
simple	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
singing	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sisters	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sitting	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
skeleton	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
sketch	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
slap	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
slayer	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
slip	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
slipping	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
slit	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
