Term	inDocumentsCount	RawFrequency	RelativeFrequency	RelativePeakedness	RelativeSkewness	Distributions
beating	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
beautiful	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
beck	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
beckoning	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
becoming	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
begging	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
bellies	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
belligerent	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
bellona	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
bellows	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
bells	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
bended	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
bengal	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
best	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
better	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
bewitched	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
bewitching	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
bi	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
bility	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
birds	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
bits	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
bland	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
blinde	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
blood	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
bloodless	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
blooming	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
blossom	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
blossoms	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
blot	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
blots	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
blown	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
blur	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
blurring	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
blush	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
boa	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
board	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
boiling	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
bolshevik	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
boots	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
bore	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
bosom	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
bossed	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
bottles	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
boundaries	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
bowlegged	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
bowlegs	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
bowler	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
boxes	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
boy	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
boys	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
brain	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
brancusi's	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
brandy	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
brass	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
brassily	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
brave	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
bravely	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
braying	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
breakfasting	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
brief	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
brightest	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
bristles	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
bronchitis	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
brood	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
brow	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
browse	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
brute	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
buffoons	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
bunched	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
burial	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
bursting	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
bury	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
butterfly	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
buttocks	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
buttoned	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
cab	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
cabs	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
caged	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
calculations	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
calling	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
calls	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
calves	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
camellia	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
can't	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
cannon	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
canopy	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
capitalized	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
captured	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
carcass	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
caress	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
caressive	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
carnose	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
carousel	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
carpenter's	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
cast	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
caught	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
caverns	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
celestial	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
celibate	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
celtic	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
censor's	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
centre	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
centripetal	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
cerebral	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
certain	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
certainly	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
chair	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
chamber	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
chances	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
chandelier	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
chasing	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
cherries	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
chiefly	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
children	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
chimera	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
chimeras	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
china	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
chivalry	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
choked	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
christ	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
christen	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
christian	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
christmas	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
chromatic	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
chrysanthemum	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
circle	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
circular	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
circularity	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
circumscribed	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
citadels	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
city	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
civilization	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
civilized	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
clacking	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
clasps	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
classes	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
claw	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
claws	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
clear	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
climax	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
climbing	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
clod	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
cloud	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
clown	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
clowns	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
clutching	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
cocaine	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
cocotte	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
coffin	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
coiling	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
collecting	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
collectivity	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
colloquists	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
color	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
coloration	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
colored	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
colorless	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
coloured	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
combed	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
comfortable	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
coming	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
commotion	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
communion	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
composite	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
compound	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
compressed	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
compromising	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
concentrating	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
concentric	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
conceptions	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
conceptual	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
concern	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
concert	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
concubine	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
concussive	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
conformation	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
conformed	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
conformity	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
confuse	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
confuses	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
congested	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
conjugal	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
consecration	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
consequence	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
conservative	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
conservatories	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
consonant	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
constellations	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
consummately	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
consumptive	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
contaminated	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
contemplation	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
contents	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
continent	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
contour	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
contours	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
contraction	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
conveyed	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
cooking	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
corner	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
cornucopia	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
corpses	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
corrosion	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
cosmos	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
coupled	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
courted	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
covers	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
cows	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
crack	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
crashes	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
craters	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
cravat	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
craving	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
crawling	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
cream	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
creative	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
crest	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
criminal	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
crises	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
crop	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
crow	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
crucified	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
cruel	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
crusaders	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
cry	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
cryptonyms	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
crystal	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
crystallization	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
cuff	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
cuirass	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
culled	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
culminating	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
curious	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
curled	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
curtain	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
curved	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
cuts	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
cyclones	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
cyclops	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
cyclorama	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
dam	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
damnation	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
dart	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
daughters	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
day's	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
deals	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
decomposing	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
deep	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
defensive	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
delicate	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
delightfully	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
delirious	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
deliriously	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
delirium	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
deposits	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
der	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
derobe	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
desecrated	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
devil	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
devourers	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
dewed	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
diagonally	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
did'ly	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
die	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
dilemmas	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
dimension	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
dimensions	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
dis'armony	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
disciplines	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
disciplining	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
discuss	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
diseased	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
disheartening	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
disposed	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
disproportionate	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
disputably	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
distinction	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
distorted	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
district	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
divested	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
divests	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
divine	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
doctor	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
doing	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
dominator	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
don	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
doomsdays	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
dorsal	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
downy	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
dragging	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
dragon	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
draped	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
draperies	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
dribble	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
drift	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
drifts	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
dripped	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
drive	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
drooping	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
droops	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
drowned	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
dry	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
dryad	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
dumfounded	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
dusk	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
dusted	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
dusting	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
duties	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
dying	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
early	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
ease	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
easiest	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
ebony	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
ecclesiast's	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
eclipse	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
ecstatic	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
edge	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
education	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
efficiently	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
effigy	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
effrontery	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
eggs	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
elastic	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
elated	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
elderly	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
elements	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
elevate	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
elixir	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
elusion	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
embalms	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
embraces	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
emporium	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
emptied	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
empties	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
ends	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
enfant	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
england	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
entangled	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
entrails	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
entrance	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
enviable	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
enwraps	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
epicurean	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
equal	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
equality	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
equally	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
equilibrium	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
equitably	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
eremite	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
erin	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
eros	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
erotic	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
err	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
erudite	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
escape	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
esoteric	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
establishing	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
eternity	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
etiquette	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
evacuate	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
everlasting	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
eves	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
evolution	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
evolutionary	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
exceeding	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
excess	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
exclamations	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
exclusively	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
excrements	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
exhaustion	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
exhilarated	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
exit	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
exorbitant	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
exoteric	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
expecting	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
expensive	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
experiment	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
expressing	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
expression	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
expressionless	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
extended	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
extensity	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
extent	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
extinct	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
extremities	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
eyed	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
eyeless	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
faces	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
factitious	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
faded	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
fading	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
fairy	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
falls	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
family	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
fangs	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
fantasies	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
far	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
farewell	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
fashionable	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
fearful	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
feathered	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
feathers	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
feeble	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
feed	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
feeding	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
feel	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
feminine	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
femininity	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
fetish	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
feverish	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
field	1	1	2.1612276E-4	NaN	NaN	2.1612276E-4
